b1,b2,m,k,n,latency_us,mfu
1,16,8,512,4096,61.857,0.027818
1,16,16,512,4096,63.242,0.054417
1,16,32,512,4096,65.335,0.105348
1,16,64,512,4096,69.201,0.198926
1,16,128,512,4096,96.844,0.284291
1,16,256,512,4096,107.86,0.51051
1,16,512,512,4096,186.69,0.589893
1,16,1024,512,4096,360.042,0.611748
1,16,2048,512,4096,625.641,0.704093
1,16,4096,512,4096,1301.946,0.676694
1,16,1,1024,128,14.153,0.00095
1,16,2,1024,128,14.151,0.0019
1,16,4,1024,128,14.311,0.003757
1,16,8,1024,128,14.251,0.007547
1,16,16,1024,128,14.127,0.015226
1,16,32,1024,128,14.239,0.030211
1,16,64,1024,128,14.207,0.060558
1,16,128,1024,128,14.246,0.120785
1,16,256,1024,128,15.13,0.227465
1,16,512,1024,128,28.001,0.245812
1,16,1024,1024,128,51.067,0.269567
1,16,2048,1024,128,75.942,0.362538
1,16,4096,1024,128,130.731,0.421197
1,16,1,1024,256,14.559,0.001847
1,16,2,1024,256,14.622,0.003678
1,16,4,1024,256,14.098,0.007629
1,16,8,1024,256,14.171,0.015178
1,16,16,1024,256,14.111,0.030485
1,16,32,1024,256,14.231,0.060457
1,16,64,1024,256,14.231,0.120913
1,16,128,1024,256,17.19,0.2002
1,16,256,1024,256,27.132,0.25368
1,16,512,1024,256,42.203,0.326183
1,16,1024,1024,256,59.02,0.466483
1,16,2048,1024,256,95.842,0.574525
1,16,4096,1024,256,173.166,0.635964
1,16,1,1024,512,16.841,0.003193
1,16,2,1024,512,14.784,0.007274
1,16,4,1024,512,14.725,0.014608
1,16,8,1024,512,14.777,0.029112
1,16,16,1024,512,14.826,0.05803
1,16,32,1024,512,15.181,0.113345
1,16,64,1024,512,16.122,0.213462
1,16,128,1024,512,28.903,0.238144
1,16,256,1024,512,38.966,0.353278
1,16,512,1024,512,62.702,0.439092
1,16,1024,1024,512,83.572,0.658874
1,16,2048,1024,512,151.47,0.727057
1,16,4096,1024,512,282.125,0.780699
1,16,1,1024,1024,26.314,0.004087
1,16,2,1024,1024,29.886,0.007197
1,16,4,1024,1024,30.133,0.014276
1,16,8,1024,1024,30.964,0.027787
1,16,16,1024,1024,32.457,0.053015
1,16,32,1024,1024,35.975,0.095662
1,16,64,1024,1024,40.483,0.17002
1,16,128,1024,1024,48.313,0.28493
1,16,256,1024,1024,57.178,0.481508
1,16,512,1024,1024,80.182,0.686733
1,16,1024,1024,1024,147.639,0.745921
1,16,2048,1024,1024,276.891,0.795456
1,16,4096,1024,1024,567.405,0.776358
1,16,1,1024,2048,61.667,0.003488
1,16,2,1024,2048,59.822,0.007191
1,16,4,1024,2048,61.894,0.013901
1,16,8,1024,2048,62.315,0.027614
1,16,16,1024,2048,62.968,0.054654
1,16,32,1024,2048,64.993,0.105903
1,16,64,1024,2048,68.743,0.200252
1,16,128,1024,2048,87.726,0.313839
1,16,256,1024,2048,94.337,0.583693
1,16,512,1024,2048,155.559,0.707946
1,16,1024,1024,2048,290.521,0.758138
1,16,2048,1024,2048,575.44,0.765518
1,16,4096,1024,2048,1178.46,0.747602
1,16,1,1024,4096,105.564,0.004075
1,16,2,1024,4096,110.251,0.007804
1,16,4,1024,4096,110.093,0.01563
1,16,8,1024,4096,111.566,0.030847
1,16,16,1024,4096,112.904,0.060963
1,16,32,1024,4096,116.477,0.118186
1,16,64,1024,4096,118.623,0.232096
1,16,128,1024,4096,161.451,0.341055
1,16,256,1024,4096,170.744,0.644984
1,16,512,1024,4096,285.019,0.772772
1,16,1024,1024,4096,573.208,0.768499
1,16,2048,1024,4096,1208.978,0.72873
1,16,4096,1024,4096,2407.143,0.732004
1,16,1,2048,128,14.905,0.001804
1,16,2,2048,128,15.392,0.003494
1,16,4,2048,128,15.38,0.006993
1,16,8,2048,128,15.393,0.013974
1,16,16,2048,128,15.389,0.027954
1,16,32,2048,128,15.478,0.055586
1,16,64,2048,128,15.558,0.110602
1,16,128,2048,128,16.531,0.208178
1,16,256,2048,128,23.087,0.298128
1,16,512,2048,128,52.773,0.260854
1,16,1024,2048,128,87.189,0.315774
1,16,2048,2048,128,137.221,0.401276
1,16,4096,2048,128,238.502,0.461747
1,16,1,2048,256,14.342,0.003749
1,16,2,2048,256,14.389,0.007474
1,16,4,2048,256,14.369,0.014969
1,16,8,2048,256,14.462,0.029745
1,16,16,2048,256,14.731,0.058404
1,16,32,2048,256,14.902,0.115469
1,16,64,2048,256,15.369,0.223918
1,16,128,2048,256,31.703,0.217109
1,16,256,2048,256,45.405,0.303183
1,16,512,2048,256,64.608,0.426133
1,16,1024,2048,256,102.472,0.537354
1,16,2048,2048,256,186.579,0.590245
1,16,4096,2048,256,315.25,0.698668
1,16,1,2048,512,31.809,0.003381
1,16,2,2048,512,32.05,0.006711
1,16,4,2048,512,32.418,0.01327
1,16,8,2048,512,33.289,0.025846
1,16,16,2048,512,36.207,0.047525
1,16,32,2048,512,37.845,0.090935
1,16,64,2048,512,40.866,0.168426
1,16,128,2048,512,48.58,0.283364
1,16,256,2048,512,63.545,0.433267
1,16,512,2048,512,102.383,0.53782
1,16,1024,2048,512,152.19,0.723618
1,16,2048,2048,512,279.223,0.788814
1,16,4096,2048,512,527.956,0.834368
1,16,1,2048,1024,57.3,0.003754
1,16,2,2048,1024,62.212,0.006915
1,16,4,2048,1024,62.523,0.013761
1,16,8,2048,1024,63.079,0.027279
1,16,16,2048,1024,63.627,0.054088
1,16,32,2048,1024,65.527,0.10504
1,16,64,2048,1024,70.247,0.195965
1,16,128,2048,1024,88.636,0.310615
1,16,256,2048,1024,99.257,0.55476
1,16,512,2048,1024,148.896,0.739626
1,16,1024,2048,1024,285.289,0.77204
1,16,2048,2048,1024,542.575,0.811887
1,16,4096,2048,1024,1144.646,0.769687
1,16,1,2048,2048,114.136,0.003769
1,16,2,2048,2048,114.017,0.007546
1,16,4,2048,2048,114.047,0.015088
1,16,8,2048,2048,114.157,0.030147
1,16,16,2048,2048,115.728,0.059476
1,16,32,2048,2048,118.074,0.116587
1,16,64,2048,2048,120.157,0.229133
1,16,128,2048,2048,157.067,0.350574
1,16,256,2048,2048,161.299,0.682755
1,16,512,2048,2048,278.329,0.791347
1,16,1024,2048,2048,547.629,0.804395
1,16,2048,2048,2048,1152.785,0.764253
1,16,4096,2048,2048,2298.67,0.766547
1,16,1,2048,4096,195.993,0.00439
1,16,2,2048,4096,213.024,0.008078
1,16,4,2048,4096,212.557,0.016191
1,16,8,2048,4096,211.429,0.032555
1,16,16,2048,4096,214.853,0.064071
1,16,32,2048,4096,218.007,0.126289
1,16,64,2048,4096,224.785,0.244962
1,16,128,2048,4096,289.705,0.380136
1,16,256,2048,4096,324.235,0.679307
1,16,512,2048,4096,547.063,0.805227
1,16,1024,2048,4096,1172.555,0.751367
1,16,2048,2048,4096,2308.158,0.763396
1,16,4096,2048,4096,4581.038,0.769275
1,16,1,4096,128,23.339,0.002304
1,16,2,4096,128,23.903,0.004499
1,16,4,4096,128,23.668,0.009088
1,16,8,4096,128,23.634,0.018202
1,16,16,4096,128,23.739,0.036243
1,16,32,4096,128,23.266,0.073959
1,16,64,4096,128,23.951,0.143688
1,16,128,4096,128,33.02,0.208446
1,16,256,4096,128,48.479,0.283956
1,16,512,4096,128,92.241,0.298477
1,16,1024,4096,128,155.977,0.353025
1,16,2048,4096,128,247.438,0.445071
1,16,4096,4096,128,449.629,0.489859
1,16,1,4096,256,26.839,0.004007
1,16,2,4096,256,27.091,0.00794
1,16,4,4096,256,27.886,0.015427
1,16,8,4096,256,30.412,0.028291
1,16,16,4096,256,31.955,0.053849
1,16,32,4096,256,34.389,0.100076
1,16,64,4096,256,38.641,0.178124
1,16,128,4096,256,56.026,0.245705
1,16,256,4096,256,78.734,0.34968
1,16,512,4096,256,119.83,0.459517
1,16,1024,4096,256,185.84,0.592593
1,16,2048,4096,256,350.077,0.629162
1,16,4096,4096,256,612.385,0.719335
1,16,1,4096,512,63.78,0.003372
1,16,2,4096,512,65.172,0.006601
1,16,4,4096,512,65.305,0.013175
1,16,8,4096,512,65.602,0.02623
1,16,16,4096,512,66.622,0.051656
1,16,32,4096,512,68.35,0.100701
1,16,64,4096,512,72.982,0.18862
1,16,128,4096,512,86.424,0.318566
1,16,256,4096,512,118.383,0.46513
1,16,512,4096,512,191.58,0.574836
1,16,1024,4096,512,289.447,0.76095
1,16,2048,4096,512,547.183,0.80505
1,16,4096,4096,512,1142.309,0.771261
1,16,1,4096,1024,108.765,0.003955
1,16,2,4096,1024,110.167,0.00781
1,16,4,4096,1024,110.166,0.015619
1,16,8,4096,1024,110.885,0.031036
1,16,16,4096,1024,109.585,0.06281
1,16,32,4096,1024,112.278,0.122605
1,16,64,4096,1024,120.399,0.228671
1,16,128,4096,1024,150.704,0.365377
1,16,256,4096,1024,175.586,0.627201
1,16,512,4096,1024,275.047,0.800791
1,16,1024,4096,1024,557.838,0.789672
1,16,2048,4096,1024,1111.685,0.792508
1,16,4096,4096,1024,2280.189,0.77276
1,16,1,4096,2048,218.057,0.003946
1,16,2,4096,2048,205.758,0.008363
1,16,4,4096,2048,204.437,0.016834
1,16,8,4096,2048,204.823,0.033604
1,16,16,4096,2048,205.917,0.066852
1,16,32,4096,2048,208.936,0.131771
1,16,64,4096,2048,215.634,0.255358
1,16,128,4096,2048,307.838,0.357745
1,16,256,4096,2048,286.78,0.768027
1,16,512,4096,2048,532.153,0.827787
1,16,1024,4096,2048,1118.585,0.787619
1,16,2048,4096,2048,2217.34,0.794663
1,16,4096,4096,2048,4586.251,0.7684
1,16,1,4096,4096,381.58,0.00451
1,16,2,4096,4096,396.432,0.008681
1,16,4,4096,4096,395.254,0.017414
1,16,8,4096,4096,395.746,0.034785
1,16,16,4096,4096,399.254,0.068958
1,16,32,4096,4096,405.618,0.135753
1,16,64,4096,4096,415.945,0.264764
1,16,128,4096,4096,689.168,0.319595
1,16,256,4096,4096,592.777,0.743128
1,16,512,4096,4096,1164.156,0.756788
1,16,1024,4096,4096,2338.169,0.753597
1,16,2048,4096,4096,4565.456,0.7719
1,16,4096,4096,4096,9175.682,0.768134
1,32,1,128,128,14.946,0.000225
1,32,2,128,128,14.574,0.000461
1,32,4,128,128,14.58,0.000922
1,32,8,128,128,14.557,0.001847
1,32,16,128,128,14.437,0.003725
1,32,32,128,128,15.197,0.007077
1,32,64,128,128,14.695,0.014637
1,32,128,128,128,14.791,0.029084
1,32,256,128,128,14.645,0.058747
1,32,512,128,128,15.592,0.110363
1,32,1024,128,128,19.269,0.1786
1,32,2048,128,128,30.949,0.2224
1,32,4096,128,128,67.101,0.205152
1,32,1,128,256,15.431,0.000436
1,32,2,128,256,14.532,0.000925
1,32,4,128,256,14.422,0.001864
1,32,8,128,256,14.481,0.003713
1,32,16,128,256,14.582,0.007376
1,32,32,128,256,15.01,0.01433
1,32,64,128,256,14.894,0.028883
1,32,128,128,256,15.374,0.055963
1,32,256,128,256,15.531,0.110795
1,32,512,128,256,19.179,0.179439
1,32,1024,128,256,28.052,0.245364
1,32,2048,128,256,54.785,0.251269
1,32,4096,128,256,97.746,0.281668
1,32,1,128,512,14.57,0.000923
1,32,2,128,512,14.635,0.001837
1,32,4,128,512,14.512,0.003706
1,32,8,128,512,15.299,0.00703
1,32,16,128,512,14.544,0.014789
1,32,32,128,512,14.49,0.029688
1,32,64,128,512,14.901,0.057739
1,32,128,128,512,20.385,0.084413
1,32,256,128,512,17.631,0.195194
1,32,512,128,512,25.815,0.266624
1,32,1024,128,512,46.44,0.296423
1,32,2048,128,512,86.601,0.317915
1,32,4096,128,512,156.996,0.350732
1,32,1,128,1024,14.86,0.001809
1,32,2,128,1024,14.711,0.003655
1,32,4,128,1024,15.454,0.006959
1,32,8,128,1024,14.771,0.014562
1,32,16,128,1024,14.771,0.029124
1,32,32,128,1024,14.924,0.057648
1,32,64,128,1024,19.788,0.086958
1,32,128,128,1024,32.977,0.10436
1,32,256,128,1024,30.514,0.225569
1,32,512,128,1024,55.41,0.248438
1,32,1024,128,1024,104.791,0.26273
1,32,2048,128,1024,189.997,0.289813
1,32,4096,128,1024,370.727,0.297058
1,32,1,128,2048,17.756,0.003028
1,32,2,128,2048,16.96,0.006341
1,32,4,128,2048,17.183,0.012518
1,32,8,128,2048,17.367,0.02477
1,32,16,128,2048,18.021,0.047744
1,32,32,128,2048,19.834,0.086758
1,32,64,128,2048,35.248,0.097636
1,32,128,128,2048,63.407,0.108552
1,32,256,128,2048,59.623,0.230883
1,32,512,128,2048,106.709,0.258009
1,32,1024,128,2048,193.71,0.284259
1,32,2048,128,2048,359.607,0.306244
1,32,4096,128,2048,702.983,0.313315
1,32,1,128,4096,34.583,0.00311
1,32,2,128,4096,35.617,0.006039
1,32,4,128,4096,36.234,0.011872
1,32,8,128,4096,37.009,0.023247
1,32,16,128,4096,38.058,0.045214
1,32,32,128,4096,39.312,0.087543
1,32,64,128,4096,64.633,0.106493
1,32,128,128,4096,121.219,0.113563
1,32,256,128,4096,112.362,0.245028
1,32,512,128,4096,198.163,0.27787
1,32,1024,128,4096,379.118,0.290483
1,32,2048,128,4096,734.915,0.299701
1,32,4096,128,4096,1373.383,0.320748
1,32,1,256,128,25.035,0.000268
1,32,2,256,128,26.471,0.000508
1,32,4,256,128,28.63,0.000939
1,32,8,256,128,25.041,0.002147
1,32,16,256,128,27.39,0.003926
1,32,32,256,128,25.408,0.008466
1,32,64,256,128,25.38,0.016949
1,32,128,256,128,23.413,0.036747
1,32,256,256,128,23.499,0.073227
1,32,512,256,128,23.196,0.148367
1,32,1024,256,128,22.476,0.306237
1,32,2048,256,128,53.689,0.256403
1,32,4096,256,128,91.815,0.299861
1,32,1,256,256,19.642,0.000684
1,32,2,256,256,20.367,0.00132
1,32,4,256,256,21.873,0.002458
1,32,8,256,256,19.579,0.005493
1,32,16,256,256,18.698,0.011503
1,32,32,256,256,19.104,0.022519
1,32,64,256,256,19.283,0.044618
1,32,128,256,256,18.742,0.091814
1,32,256,256,256,19.964,0.172381
1,32,512,256,256,21.803,0.315684
1,32,1024,256,256,38.947,0.353451
1,32,2048,256,256,69.241,0.397622
1,32,4096,256,256,121.889,0.451753
1,32,1,256,512,16.464,0.001633
1,32,2,256,512,16.563,0.003247
1,32,4,256,512,16.226,0.006628
1,32,8,256,512,16.502,0.013035
1,32,16,256,512,16.752,0.025679
1,32,32,256,512,16.646,0.051686
1,32,64,256,512,19.098,0.0901
1,32,128,256,512,31.711,0.108527
1,32,256,256,512,20.672,0.332962
1,32,512,256,512,34.813,0.395424
1,32,1024,256,512,61.769,0.445726
1,32,2048,256,512,103.915,0.52989
1,32,4096,256,512,191.971,0.573665
1,32,1,256,1024,16.705,0.003219
1,32,2,256,1024,16.784,0.006408
1,32,4,256,1024,16.608,0.012951
1,32,8,256,1024,16.782,0.025634
1,32,16,256,1024,15.464,0.055638
1,32,32,256,1024,15.496,0.111042
1,32,64,256,1024,15.522,0.221723
1,32,128,256,1024,23.984,0.286978
1,32,256,256,1024,49.479,0.278216
1,32,512,256,1024,76.021,0.362161
1,32,1024,256,1024,142.274,0.387025
1,32,2048,256,1024,263.781,0.417495
1,32,4096,256,1024,513.392,0.429018
1,32,1,256,2048,28.732,0.003743
1,32,2,256,2048,29.598,0.007267
1,32,4,256,2048,30.229,0.014231
1,32,8,256,2048,32.347,0.026598
1,32,16,256,2048,34.665,0.049639
1,32,32,256,2048,38.704,0.088917
1,32,64,256,2048,43.025,0.159977
1,32,128,256,2048,54.62,0.252033
1,32,256,256,2048,79.707,0.345413
1,32,512,256,2048,146.57,0.375681
1,32,1024,256,2048,274.925,0.400572
1,32,2048,256,2048,516.249,0.426645
1,32,4096,256,2048,1013.544,0.434623
1,32,1,256,4096,59.856,0.003594
1,32,2,256,4096,60.489,0.007112
1,32,4,256,4096,61.322,0.01403
1,32,8,256,4096,62.23,0.027651
1,32,16,256,4096,64.608,0.053267
1,32,32,256,4096,67.781,0.101547
1,32,64,256,4096,74.22,0.185475
1,32,128,256,4096,95.065,0.289611
1,32,256,256,4096,152.283,0.361587
1,32,512,256,4096,276.527,0.398251
1,32,1024,256,4096,540.689,0.407359
1,32,2048,256,4096,1059.857,0.415631
1,32,4096,256,4096,2039.6,0.431957
1,32,1,512,128,14.195,0.000947
1,32,2,512,128,15.285,0.001759
1,32,4,512,128,14.461,0.003718
1,32,8,512,128,14.477,0.007429
1,32,16,512,128,14.48,0.014854
1,32,32,512,128,14.291,0.030101
1,32,64,512,128,14.947,0.057562
1,32,128,512,128,14.946,0.115132
1,32,256,512,128,14.822,0.232187
1,32,512,512,128,23.845,0.288658
1,32,1024,512,128,46.177,0.298111
1,32,2048,512,128,75.778,0.363324
1,32,4096,512,128,138.361,0.397972
1,32,1,512,256,15.144,0.001775
1,32,2,512,256,15.621,0.003442
1,32,4,512,256,14.745,0.007294
1,32,8,512,256,14.86,0.014475
1,32,16,512,256,14.866,0.028938
1,32,32,512,256,14.718,0.058458
1,32,64,512,256,15.54,0.110728
1,32,128,512,256,14.767,0.233047
1,32,256,512,256,23.147,0.297355
1,32,512,512,256,37.117,0.370879
1,32,1024,512,256,59.987,0.458966
1,32,2048,512,256,97.917,0.562349
1,32,4096,512,256,173.908,0.63325
1,32,1,512,512,15.414,0.003489
1,32,2,512,512,15.472,0.006951
1,32,4,512,512,15.397,0.01397
1,32,8,512,512,15.245,0.028218
1,32,16,512,512,15.461,0.055649
1,32,32,512,512,16.766,0.102633
1,32,64,512,512,18.987,0.181253
1,32,128,512,512,22.357,0.307861
1,32,256,512,512,36.462,0.377543
1,32,512,512,512,54.235,0.507637
1,32,1024,512,512,91.439,0.60219
1,32,2048,512,512,163.488,0.673613
1,32,4096,512,512,310.875,0.7085
1,32,1,512,1024,28.39,0.003788
1,32,2,512,1024,30.675,0.007012
1,32,4,512,1024,30.96,0.013895
1,32,8,512,1024,32.174,0.026741
1,32,16,512,1024,33.675,0.051098
1,32,32,512,1024,37.24,0.092415
1,32,64,512,1024,41.633,0.165325
1,32,128,512,1024,45.811,0.300493
1,32,256,512,1024,57.447,0.479258
1,32,512,512,1024,89.591,0.614609
1,32,1024,512,1024,159.551,0.690234
1,32,2048,512,1024,311.289,0.707556
1,32,4096,512,1024,633.168,0.695723
1,32,1,512,2048,60.529,0.003554
1,32,2,512,2048,62.609,0.006871
1,32,4,512,2048,63.491,0.013551
1,32,8,512,2048,63.823,0.026961
1,32,16,512,2048,65.116,0.052852
1,32,32,512,2048,67.878,0.101402
1,32,64,512,2048,71.159,0.193453
1,32,128,512,2048,76.443,0.360161
1,32,256,512,2048,102.728,0.536016
1,32,512,512,2048,172.853,0.637116
1,32,1024,512,2048,316.547,0.695805
1,32,2048,512,2048,631.63,0.697417
1,32,4096,512,2048,1308.838,0.673131
1,32,1,512,4096,107.912,0.003986
1,32,2,512,4096,112.673,0.007636
1,32,4,512,4096,112.867,0.015246
1,32,8,512,4096,115.154,0.029886
1,32,16,512,4096,117.889,0.058385
1,32,32,512,4096,121.631,0.113178
1,32,64,512,4096,128.555,0.214164
1,32,128,512,4096,137.514,0.400422
1,32,256,512,4096,179.561,0.613314
1,32,512,512,4096,320.718,0.686756
1,32,1024,512,4096,637.429,0.691072
1,32,2048,512,4096,1323.329,0.66576
1,32,4096,512,4096,2611.995,0.674595
1,32,1,1024,128,14.878,0.001807
1,32,2,1024,128,15.055,0.003572
1,32,4,1024,128,15.182,0.007084
1,32,8,1024,128,15.204,0.014147
1,32,16,1024,128,15.058,0.028569
1,32,32,1024,128,14.671,0.058643
1,32,64,1024,128,14.729,0.116829
1,32,128,1024,128,15.193,0.226517
1,32,256,1024,128,23.799,0.289211
1,32,512,1024,128,54.252,0.253739
1,32,1024,1024,128,79.7,0.345443
1,32,2048,1024,128,135.844,0.405344
1,32,4096,1024,128,253.017,0.435256
1,32,1,1024,256,20.743,0.002592
1,32,2,1024,256,15.165,0.007092
1,32,4,1024,256,15.146,0.014201
1,32,8,1024,256,15.155,0.028385
1,32,16,1024,256,15.077,0.057066
1,32,32,1024,256,15.526,0.110831
1,32,64,1024,256,16.797,0.204882
1,32,128,1024,256,21.828,0.315327
1,32,256,1024,256,46.621,0.295272
1,32,512,1024,256,63.036,0.436763
1,32,1024,1024,256,100.636,0.547159
1,32,2048,1024,256,173.896,0.633295
1,32,4096,1024,256,308.265,0.714499
1,32,1,1024,512,30.852,0.003486
1,32,2,1024,512,31.893,0.006744
1,32,4,1024,512,32.912,0.013071
1,32,8,1024,512,33.906,0.025375
1,32,16,1024,512,36.973,0.04654
1,32,32,1024,512,39.882,0.086291
1,32,64,1024,512,44.133,0.155959
1,32,128,1024,512,52.343,0.262996
1,32,256,1024,512,62.72,0.438966
1,32,512,1024,512,92.888,0.592797
1,32,1024,1024,512,156.31,0.704543
1,32,2048,1024,512,284.76,0.773476
1,32,4096,1024,512,574.531,0.766728
1,32,1,1024,1024,62.05,0.003466
1,32,2,1024,1024,60.385,0.007124
1,32,4,1024,1024,60.421,0.01424
1,32,8,1024,1024,61.909,0.027794
1,32,16,1024,1024,62.578,0.054995
1,32,32,1024,1024,64.544,0.10664
1,32,64,1024,1024,68.339,0.201435
1,32,128,1024,1024,76.377,0.360471
1,32,256,1024,1024,99.017,0.556105
1,32,512,1024,1024,159.558,0.690204
1,32,1024,1024,1024,284.964,0.77292
1,32,2048,1024,1024,586.724,0.750795
1,32,4096,1024,1024,1195.93,0.736681
1,32,1,1024,2048,105.934,0.004061
1,32,2,1024,2048,110.217,0.007806
1,32,4,1024,2048,110.456,0.015579
1,32,8,1024,2048,111.399,0.030893
1,32,16,1024,2048,113.79,0.060488
1,32,32,1024,2048,116.007,0.118664
1,32,64,1024,2048,121.253,0.22706
1,32,128,1024,2048,129.507,0.425179
1,32,256,1024,2048,176.866,0.62266
1,32,512,1024,2048,290.983,0.756932
1,32,1024,1024,2048,564.226,0.780733
1,32,2048,1024,2048,1198.983,0.734805
1,32,4096,1024,2048,2405.954,0.732365
1,32,1,1024,4096,197.368,0.004359
1,32,2,1024,4096,205.004,0.008394
1,32,4,1024,4096,205.694,0.016731
1,32,8,1024,4096,207.907,0.033106
1,32,16,1024,4096,211.069,0.06522
1,32,32,1024,4096,215.224,0.127922
1,32,64,1024,4096,223.619,0.246239
1,32,128,1024,4096,239.903,0.45905
1,32,256,1024,4096,306.752,0.718022
1,32,512,1024,4096,568.725,0.774556
1,32,1024,1024,4096,1188.482,0.741297
1,32,2048,1024,4096,2414.223,0.729857
1,32,4096,1024,4096,4794.324,0.735052
1,32,1,2048,128,17.056,0.003153
1,32,2,2048,128,15.614,0.006888
1,32,4,2048,128,15.65,0.013744
1,32,8,2048,128,15.64,0.027506
1,32,16,2048,128,15.703,0.054789
1,32,32,2048,128,15.764,0.109155
1,32,64,2048,128,17.327,0.198624
1,32,128,2048,128,33.799,0.203642
1,32,256,2048,128,51.916,0.265157
1,32,512,2048,128,93.17,0.295501
1,32,1024,2048,128,141.02,0.390466
1,32,2048,2048,128,245.717,0.448189
1,32,4096,2048,128,470.017,0.46861
1,32,1,2048,256,27.749,0.003876
1,32,2,2048,256,28.421,0.007568
1,32,4,2048,256,29.262,0.014701
1,32,8,2048,256,31.636,0.027196
1,32,16,2048,256,34.019,0.050581
1,32,32,2048,256,36.651,0.093898
1,32,64,2048,256,40.677,0.169209
1,32,128,2048,256,60.377,0.227998
1,32,256,2048,256,65.697,0.41907
1,32,512,2048,256,130.189,0.422951
1,32,1024,2048,256,185.059,0.595093
1,32,2048,2048,256,302.726,0.727571
1,32,4096,2048,256,598.609,0.735888
1,32,1,2048,512,62.557,0.003438
1,32,2,2048,512,62.711,0.00686
1,32,4,2048,512,62.94,0.01367
1,32,8,2048,512,63.549,0.027078
1,32,16,2048,512,64.913,0.053017
1,32,32,2048,512,66.5,0.103503
1,32,64,2048,512,74.202,0.185521
1,32,128,2048,512,77.27,0.356308
1,32,256,2048,512,129.716,0.424495
1,32,512,2048,512,177.326,0.621046
1,32,1024,2048,512,282.086,0.780807
1,32,2048,2048,512,565.3,0.779249
1,32,4096,2048,512,1156.547,0.761767
1,32,1,2048,1024,113.723,0.003783
1,32,2,2048,1024,106.802,0.008056
1,32,4,2048,1024,106.616,0.01614
1,32,8,2048,1024,107.114,0.032129
1,32,16,2048,1024,108.595,0.063382
1,32,32,2048,1024,111.389,0.123585
1,32,64,2048,1024,118.951,0.231456
1,32,128,2048,1024,157.901,0.348723
1,32,256,2048,1024,182.284,0.604154
1,32,512,2048,1024,287.669,0.765654
1,32,1024,2048,1024,563.177,0.782186
1,32,2048,2048,1024,1153.14,0.764018
1,32,4096,2048,1024,2325.165,0.757812
1,32,1,2048,2048,194.811,0.004416
1,32,2,2048,2048,199.638,0.008619
1,32,4,2048,2048,200.059,0.017202
1,32,8,2048,2048,200.616,0.034309
1,32,16,2048,2048,203.728,0.06757
1,32,32,2048,2048,208.65,0.131953
1,32,64,2048,2048,217.272,0.253431
1,32,128,2048,2048,239.416,0.459984
1,32,256,2048,2048,301.806,0.729789
1,32,512,2048,2048,566.821,0.777158
1,32,1024,2048,2048,1172.22,0.751582
1,32,2048,2048,2048,2322.924,0.758543
1,32,4096,2048,2048,4593.641,0.767164
1,32,1,2048,4096,372.561,0.004619
1,32,2,2048,4096,383.911,0.008964
1,32,4,2048,4096,383.986,0.017925
1,32,8,2048,4096,388.485,0.035435
1,32,16,2048,4096,394.924,0.069714
1,32,32,2048,4096,403.658,0.136412
1,32,64,2048,4096,417.555,0.263743
1,32,128,2048,4096,434.231,0.50723
1,32,256,2048,4096,608.798,0.723573
1,32,512,2048,4096,1181.675,0.745568
1,32,1024,2048,4096,2359.818,0.746684
1,32,2048,2048,4096,4674.554,0.753885
1,32,4096,2048,4096,9308.663,0.75716
1,32,1,4096,128,28.71,0.003746
1,32,2,4096,128,36.607,0.005876
1,32,4,4096,128,37.018,0.011621
1,32,8,4096,128,37.48,0.022956
1,32,16,4096,128,38.536,0.044652
1,32,32,4096,128,41.038,0.083861
1,32,64,4096,128,47.002,0.14644
1,32,128,4096,128,57.276,0.240343
1,32,256,4096,128,87.636,0.314162
1,32,512,4096,128,165.892,0.331925
1,32,1024,4096,128,253.736,0.434024
1,32,2048,4096,128,452.737,0.486496
1,32,4096,4096,128,879.874,0.50065
1,32,1,4096,256,62.485,0.003442
1,32,2,4096,256,56.471,0.007618
1,32,4,4096,256,56.699,0.015174
1,32,8,4096,256,57.833,0.029754
1,32,16,4096,256,59.694,0.057652
1,32,32,4096,256,62.875,0.109471
1,32,64,4096,256,69.337,0.198537
1,32,128,4096,256,84.097,0.32738
1,32,256,4096,256,143.306,0.384238
1,32,512,4096,256,202.448,0.543978
1,32,1024,4096,256,349.449,0.630292
1,32,2048,4096,256,670.084,0.657394
1,32,4096,4096,256,1349.889,0.65266
1,32,1,4096,512,107.536,0.004
1,32,2,4096,512,114.644,0.007505
1,32,4,4096,512,115.134,0.014946
1,32,8,4096,512,116.16,0.029627
1,32,16,4096,512,116.129,0.05927
1,32,32,4096,512,117.936,0.116724
1,32,64,4096,512,124.66,0.220856
